tsne_1,tsne_2,true_label,predicted_label,probability,uncertainty,family,sequence_id
9.525255,-11.503727,0,0,0.05563545,0.111270905,astroviridae,MN337323.1
9.514177,-11.47048,0,0,0.05172299,0.10344601,astroviridae,MN399857.1
9.527958,-11.496025,0,0,0.056294236,0.112588465,astroviridae,MN428641.1
9.530368,-11.474921,0,0,0.062454443,0.124908864,astroviridae,MN428642.1
9.528069,-11.485933,0,0,0.058322713,0.116645455,astroviridae,MN428643.1
9.526846,-11.491234,0,0,0.05862052,0.117241025,astroviridae,MN428644.1
9.528078,-11.480723,0,0,0.051744215,0.103488445,astroviridae,MN428645.1
9.525805,-11.484409,0,0,0.057913303,0.11582661,astroviridae,MN809622.1
9.520931,-11.479454,0,0,0.052053984,0.104107976,astroviridae,MN894548.1
9.532169,-11.483245,0,0,0.058157917,0.11631584,astroviridae,MT708902.1
9.529168,-11.474116,0,0,0.06502335,0.13004673,astroviridae,MT934437.1
9.523438,-11.474835,0,0,0.06258487,0.12516975,astroviridae,MT934438.1
9.521226,-11.476151,0,0,0.057028454,0.114056885,astroviridae,MT934439.1
9.531466,-11.489214,0,0,0.060646422,0.12129283,astroviridae,MW345727.1
9.533166,-11.485838,0,0,0.05414325,0.1082865,astroviridae,MW413813.1
9.53022,-11.477963,0,0,0.05336379,0.1067276,astroviridae,MW536497.1
9.531627,-11.48124,0,0,0.05478543,0.10957086,astroviridae,MW592377.1
9.532365,-11.483922,0,0,0.053895988,0.10779196,astroviridae,MW592378.1
9.532962,-11.47678,0,0,0.057022665,0.11404532,astroviridae,MW592379.1
9.532281,-11.482604,0,0,0.051900446,0.10380089,astroviridae,MZ367612.1
9.527592,-11.476446,0,0,0.055268772,0.11053753,astroviridae,MZ540211.1
9.539266,-11.475374,0,0,0.05194203,0.10388404,astroviridae,MZ576222.1
9.538833,-11.491351,0,0,0.05242106,0.10484213,astroviridae,MZ648231.1
9.535642,-11.477215,0,0,0.05108151,0.10216302,astroviridae,MZ819183.1
9.531244,-11.4808655,0,0,0.061900247,0.123800516,astroviridae,MZ819184.1
9.527469,-11.479042,0,0,0.05818567,0.11637133,astroviridae,OK148600.1
9.531255,-11.480261,0,0,0.06215999,0.12431997,astroviridae,OK571389.1
9.535621,-11.476916,0,0,0.05095825,0.10191649,astroviridae,OK571390.1
9.532145,-11.481776,0,0,0.051163487,0.10232699,astroviridae,OL536330.1
9.542399,-11.477093,0,0,0.05652906,0.11305809,astroviridae,OL762473.1
9.527546,-11.47997,0,0,0.052534416,0.1050688,astroviridae,OL853843.1
9.534758,-11.477773,0,0,0.05704875,0.114097476,astroviridae,OL963555.1
9.530023,-11.486895,0,0,0.057487015,0.11497402,astroviridae,OL963556.1
9.534915,-11.485156,0,0,0.052740123,0.10548025,astroviridae,OL963557.1
9.532892,-11.488203,0,0,0.051772848,0.103545666,astroviridae,OL963558.1
9.52544,-11.479189,0,0,0.060703136,0.12140626,astroviridae,OL982613.1
9.527513,-11.476704,0,0,0.052257817,0.10451561,astroviridae,OL982614.1
9.527733,-11.486735,0,0,0.05652799,0.113056004,astroviridae,OL982615.1
9.529068,-11.480436,0,0,0.053843997,0.10768801,astroviridae,OM066892.1
9.540221,-11.487597,0,0,0.04943999,0.09887999,astroviridae,OM066893.1
9.536923,-11.472016,0,0,0.052799277,0.10559857,astroviridae,OM066894.1
9.538842,-11.493739,0,0,0.053076006,0.106152,astroviridae,OM066895.1
9.527393,-11.465673,0,0,0.057230286,0.11446059,astroviridae,OM100590.1
9.528825,-11.476779,0,0,0.06557636,0.13115275,astroviridae,OM100591.1
9.530108,-11.480221,0,0,0.06049076,0.120981514,astroviridae,OM100592.1
9.526113,-11.476332,0,0,0.050120886,0.10024178,astroviridae,OM100593.1
9.528855,-11.477184,0,0,0.06542465,0.1308493,astroviridae,OM100594.1
9.531869,-11.486845,0,0,0.061397575,0.122795165,astroviridae,OM100595.1
9.529274,-11.478436,0,0,0.055001646,0.11000329,astroviridae,OM100596.1
9.527456,-11.475326,0,0,0.051857445,0.10371488,astroviridae,OM100597.1
9.531686,-11.4776945,0,0,0.051850002,0.10369998,astroviridae,OM100598.1
9.523116,-11.470506,0,0,0.059690084,0.119380176,astroviridae,OM100599.1
9.518817,-11.477173,0,0,0.064376436,0.12875289,astroviridae,OM100600.1
9.531883,-11.479337,0,0,0.06229556,0.12459111,astroviridae,OM100601.1
9.521588,-11.472697,0,0,0.054545697,0.1090914,astroviridae,OM100602.1
9.525471,-11.480768,0,0,0.05418485,0.10836971,astroviridae,OM100603.1
9.532012,-11.480289,0,0,0.057920814,0.11584163,astroviridae,OM455388.1
9.533481,-11.4815235,0,0,0.059830952,0.11966193,astroviridae,OM455389.1
9.530965,-11.48492,0,0,0.054920606,0.10984123,astroviridae,OM811458.1
9.522923,-11.480426,0,0,0.05156339,0.103126764,astroviridae,OM937013.1
9.531411,-11.4807625,0,0,0.056466095,0.112932205,astroviridae,ON376722.1
9.527683,-11.484576,0,0,0.059932232,0.119864464,astroviridae,ON382519.1
9.521834,-11.49629,0,0,0.05799476,0.115989506,astroviridae,ON382520.1
9.522625,-11.488534,0,0,0.060248353,0.12049669,astroviridae,ON382522.1
9.534928,-11.487082,0,0,0.06088401,0.121768,astroviridae,ON400505.1
9.529843,-11.474458,0,0,0.051933322,0.10386664,astroviridae,ON745304.1
9.530407,-11.481189,0,0,0.05569886,0.11139774,astroviridae,ON954324.1
9.530693,-11.471078,0,0,0.045432296,0.0908646,astroviridae,OP020131.1
9.531907,-11.486162,0,0,0.059230525,0.11846107,astroviridae,OP484923.1
9.531488,-11.49937,0,0,0.05835632,0.11671263,astroviridae,OP484924.1
9.530706,-11.491031,0,0,0.055622756,0.11124551,astroviridae,OP621330.1
9.530225,-11.48002,0,0,0.050345127,0.100690246,astroviridae,OP621331.1
9.5329485,-11.498418,0,0,0.057727277,0.115454555,astroviridae,OP621332.1
9.530803,-11.485131,0,0,0.05554798,0.111095965,astroviridae,OP621333.1
9.534383,-11.500339,0,0,0.054514226,0.10902846,astroviridae,OP621334.1
9.526536,-11.481272,0,0,0.049274735,0.098549485,astroviridae,OP621335.1
9.526371,-11.486537,0,0,0.059337314,0.118674636,astroviridae,OP621336.1
9.528416,-11.483969,0,0,0.057912983,0.11582595,astroviridae,OP621337.1
9.527749,-11.488667,0,0,0.050269507,0.10053903,astroviridae,OP621338.1
9.531799,-11.477292,0,0,0.051801793,0.1036036,astroviridae,OP621339.1
9.531266,-11.474653,0,0,0.051865637,0.103731275,astroviridae,OP621340.1
9.536195,-11.480451,0,0,0.056890424,0.113780856,astroviridae,OP621341.1
9.528238,-11.491635,0,0,0.059008412,0.11801684,astroviridae,OP764611.1
9.540353,-11.478888,0,0,0.062073298,0.12414658,astroviridae,OP776629.1
9.5228195,-11.489366,0,0,0.06510814,0.1302163,astroviridae,OP946449.1
9.538131,-11.482622,0,0,0.052260745,0.10452151,astroviridae,OQ805852.1
9.537345,-11.4813175,0,0,0.05904904,0.11809808,astroviridae,OQ805853.1
9.531303,-11.463922,0,0,0.05113566,0.10227132,astroviridae,OR902761.1
9.534096,-11.488819,0,0,0.0630849,0.1261698,astroviridae,OR902762.1
9.527849,-11.483909,0,0,0.054676738,0.10935348,astroviridae,OR902763.1
9.524892,-11.488057,0,0,0.05385691,0.10771382,astroviridae,OR902764.1
9.538093,-11.473319,0,0,0.05358317,0.10716635,astroviridae,OR902765.1
9.535753,-11.491868,0,0,0.06110295,0.12220591,astroviridae,OR906207.1
9.540584,-11.481433,0,0,0.051019534,0.1020391,astroviridae,OR906208.1
9.537882,-11.461219,0,0,0.054504838,0.10900968,astroviridae,OR958817.1
9.538587,-11.468082,0,0,0.060565438,0.12113088,astroviridae,OR965521.1
9.525078,-11.482785,0,0,0.06436788,0.12873578,astroviridae,PP382210.1
9.550565,-11.491968,0,0,0.06412089,0.12824178,astroviridae,PP444709.1
9.523885,-11.467768,0,0,0.054932684,0.10986537,astroviridae,PP444710.1
9.534846,-11.471726,0,0,0.06460942,0.12921882,astroviridae,PP966939.1
9.527572,-11.501639,0,0,0.055518363,0.11103672,astroviridae,PQ037214.1
9.559898,-11.499937,0,0,0.07203857,0.14407712,astroviridae,PQ308726.1
7.867981,13.298447,0,0,0.08135557,0.16271114,astroviridae,KP404149.1
7.83445,13.300416,0,0,0.044849776,0.08969957,astroviridae,KP404150.1
7.8543315,13.297914,0,0,0.068879925,0.13775986,astroviridae,KX599350.1
7.851455,13.300118,0,0,0.065882936,0.13176584,astroviridae,KX599351.1
8.020284,13.182475,0,0,0.18753703,0.37507403,astroviridae,KX599352.1
7.851588,13.296428,0,0,0.04300277,0.08600557,astroviridae,KX599353.1
7.845593,13.301881,0,0,0.049837872,0.099675775,astroviridae,KY765684.1
7.8408456,13.306649,0,0,0.088257566,0.1765151,astroviridae,MF973500.1
7.8381357,13.302747,0,0,0.058559194,0.11711836,astroviridae,MF973501.1
7.864245,13.288119,0,0,0.104190044,0.2083801,astroviridae,MK026166.1
7.838825,13.307039,0,0,0.057728756,0.115457535,astroviridae,MN881999.1
7.838825,13.307039,0,0,0.057728756,0.115457535,astroviridae,MN882000.1
7.83633,13.303963,0,0,0.08944431,0.17888862,astroviridae,MN882001.1
7.840643,13.304139,0,0,0.06264172,0.12528342,astroviridae,MN882002.1
7.8437715,13.305977,0,0,0.06967827,0.13935655,astroviridae,MN882003.1
7.8398457,13.3068075,0,0,0.08525771,0.17051542,astroviridae,MN882004.1
7.8449054,13.307958,0,0,0.063689165,0.12737834,astroviridae,MN882006.1
7.826265,13.313072,0,0,0.052158132,0.104316235,astroviridae,MN882007.1
7.825593,13.310928,0,0,0.032698248,0.06539649,astroviridae,MN882008.1
7.8255353,13.311508,0,0,0.054326195,0.10865241,astroviridae,MN882009.1
7.8283296,13.312525,0,0,0.045780648,0.09156132,astroviridae,MN882010.1
7.8755794,13.278295,0,0,0.04895215,0.097904325,astroviridae,MT078247.1
7.8501816,13.2821865,0,0,0.05525502,0.11051005,astroviridae,MT078248.1
7.8422456,13.303076,0,0,0.042171277,0.08434254,astroviridae,MT894143.1
7.867981,13.298447,0,0,0.08135557,0.16271114,astroviridae,NC_026814.1
7.836491,13.305935,0,0,0.041833732,0.08366746,astroviridae,ON733251.1
7.866944,13.288846,0,0,0.06234277,0.124685526,astroviridae,OP093958.1
7.8174114,13.314742,0,0,0.07912002,0.15824002,astroviridae,OR220022.1
7.83214,13.307081,0,0,0.0511906,0.10238123,astroviridae,OR220023.1
7.821019,13.305758,0,0,0.069842555,0.1396851,astroviridae,OR220024.1
7.829526,13.308019,0,0,0.04661195,0.09322393,astroviridae,OR220025.1
7.8211145,13.313704,0,0,0.044281475,0.088562965,astroviridae,OR220026.1
7.8211145,13.313704,0,0,0.044281475,0.088562965,astroviridae,OR220027.1
7.8350143,13.301703,0,0,0.06370564,0.12741125,astroviridae,OR220028.1
7.8248653,13.310635,0,0,0.05683777,0.113675535,astroviridae,OR220029.1
7.8461747,13.297908,0,0,0.055152077,0.11030418,astroviridae,OR220030.1
9.645477,11.668352,0,0,0.0727391,0.14547819,astroviridae,JQ340310.1
9.816718,11.6982,0,0,0.069078885,0.13815778,astroviridae,KU764484.1
9.816718,11.6982,0,0,0.069078885,0.13815778,astroviridae,KU764485.1
9.799263,11.698186,0,0,0.06569507,0.13139015,astroviridae,KU764486.1
9.664585,11.664032,0,0,0.072741844,0.14548367,astroviridae,KX033447.1
9.692751,11.724477,0,0,0.052572764,0.105145514,astroviridae,KX060808.1
9.64562,11.694076,0,0,0.16387922,0.32775843,astroviridae,KX060809.1
9.645761,11.694288,0,0,0.060163617,0.120327234,astroviridae,MH425243.1
9.653083,11.686587,0,0,0.05701825,0.1140365,astroviridae,MK460231.1
9.661949,11.692011,0,0,0.068456456,0.13691294,astroviridae,MK613068.1
9.676007,11.680307,0,0,0.06564711,0.13129425,astroviridae,MT451917.1
9.721377,11.706426,0,0,0.04933558,0.09867114,astroviridae,MT451918.1
9.681157,11.716887,0,0,0.14619058,0.29238117,astroviridae,MT470220.1
9.660382,11.671773,0,0,0.04672568,0.09345138,astroviridae,MT642666.1
9.679768,11.688948,0,0,0.065050706,0.13010144,astroviridae,MW784070.1
9.671403,11.696456,0,0,0.058805373,0.11761075,astroviridae,MW784071.1
9.662729,11.699674,0,0,0.06767441,0.1353488,astroviridae,MW784073.1
9.669057,11.711698,0,0,0.048774503,0.09754902,astroviridae,MW784074.1
9.66606,11.726098,0,0,0.20911343,0.41822684,astroviridae,MW784090.1
9.657912,11.686985,0,0,0.058831315,0.11766261,astroviridae,MW784093.1
9.647309,11.703143,0,0,0.09694082,0.19388163,astroviridae,MW784095.1
9.682658,11.6969595,0,0,0.07860635,0.15721273,astroviridae,MW784096.1
9.678052,11.691861,0,0,0.050854348,0.10170871,astroviridae,MW784101.1
9.665536,11.721303,0,0,0.07598012,0.15196025,astroviridae,MW962975.1
9.645491,11.668348,0,0,0.0727391,0.14547819,astroviridae,NC_016896.1
5.409099,-17.720968,0,0,0.08354374,0.1670875,astroviridae,OL695848.1
9.67381,11.6935,0,0,0.04390732,0.08781463,astroviridae,OL695849.1
9.66,11.739618,0,0,0.140753,0.281506,astroviridae,OL695850.1
9.716405,11.736976,0,0,0.1426697,0.28533936,astroviridae,ON792967.1
9.696237,11.731875,0,0,0.18151633,0.3630327,astroviridae,ON792969.1
9.686564,11.7460985,0,0,0.08002545,0.16005087,astroviridae,ON792970.1
9.708963,11.736697,0,0,0.068985164,0.13797033,astroviridae,ON792971.1
9.700946,11.742531,0,0,0.15178034,0.30356067,astroviridae,ON792972.1
-0.9293878,4.410376,0,0,0.043485813,0.08697164,astroviridae,HM029238.1
-6.2461715,6.9649158,0,0,0.03534447,0.07068896,astroviridae,JF713711.1
-6.2353625,6.9728465,0,0,0.036724623,0.073449254,astroviridae,JX556693.1
-8.963379,6.1455116,0,0,0.12363178,0.24726355,astroviridae,KF787112.3
-6.120796,6.8819947,0,0,0.103089154,0.20617831,astroviridae,KP747574.1
-0.9460596,4.3775125,0,0,0.06481285,0.12962568,astroviridae,MH028405.1
-5.0907006,9.05519,0,0,0.18309759,0.3661952,astroviridae,MK211323.1
-0.96478873,4.400582,0,0,0.034357965,0.06871593,astroviridae,MN732558.1
-0.90198195,4.407429,0,0,0.06220586,0.1244117,astroviridae,MT585643.1
-6.235251,6.9304996,0,0,0.0668554,0.1337108,astroviridae,MT642595.1
-0.92383856,4.406884,0,0,0.12099062,0.24198127,astroviridae,MZ150559.1
-6.233672,6.9749794,0,0,0.03357066,0.067141294,astroviridae,MZ819167.1
-6.236246,6.968964,0,0,0.03125966,0.06251931,astroviridae,MZ819168.1
-6.2398825,6.964406,0,0,0.03707494,0.07414985,astroviridae,MZ819170.1
-6.240571,6.9635205,0,0,0.0383673,0.0767346,astroviridae,MZ819171.1
-6.240383,6.9626765,0,0,0.038106766,0.07621354,astroviridae,MZ819172.1
-4.9545627,9.3530445,0,0,0.16217533,0.32435066,astroviridae,NC_002469.1
-0.9308512,4.4106803,0,0,0.03178135,0.06356269,astroviridae,NC_003790.1
-6.2353625,6.9728465,0,0,0.036724623,0.073449254,astroviridae,NC_023636.1
-8.963379,6.1455116,0,0,0.12363178,0.24726355,astroviridae,NC_025379.2
-9.008747,6.114222,0,0,0.09819517,0.19639033,astroviridae,OL689632.1
-6.245236,6.955623,0,0,0.041016825,0.082033634,astroviridae,ON792974.1
-0.92396885,4.4037447,0,0,0.0706927,0.14138544,astroviridae,ON964512.1
-0.90045863,4.407153,0,0,0.033307068,0.06661415,astroviridae,OQ685945.1
-6.1210966,6.899471,0,0,0.063145965,0.12629193,astroviridae,OQ781001.1
-4.9545627,9.3530445,0,0,0.16217533,0.32435066,astroviridae,Y15937.2
10.69263,-9.8808,0,0,0.1418765,0.28375304,astroviridae,JF414802.1
10.721723,-9.8221855,0,0,0.11185688,0.22371376,astroviridae,KX397575.1
10.723017,-9.819447,0,0,0.12277735,0.24555469,astroviridae,KX397576.1
10.711251,-9.837714,0,0,0.075723305,0.15144658,astroviridae,KY038163.1
10.978932,-10.085243,0,0,0.1281996,0.2563992,astroviridae,MK746105.2
11.006635,-10.090241,0,0,0.119503975,0.23900795,astroviridae,MN725026.1
10.991234,-10.0890875,0,0,0.09563443,0.19126886,astroviridae,MN807051.1
10.679385,-9.762817,0,0,0.10370663,0.20741326,astroviridae,MT789774.1
10.679725,-9.761436,0,0,0.107797734,0.21559548,astroviridae,MT789775.1
10.677571,-9.766339,0,0,0.10009419,0.2001884,astroviridae,MT789776.1
10.677647,-9.765048,0,0,0.1016803,0.20336062,astroviridae,MT789777.1
10.680836,-9.7581215,0,0,0.11037553,0.22075105,astroviridae,MT789778.1
10.6812315,-9.759388,0,0,0.11338238,0.22676474,astroviridae,MT789779.1
10.679709,-9.757067,0,0,0.11109184,0.2221837,astroviridae,MT789780.1
10.681619,-9.757878,0,0,0.11478099,0.22956198,astroviridae,MT789781.1
10.692025,-9.819574,0,0,0.06921153,0.13842309,astroviridae,MT789782.1
10.69332,-9.816211,0,0,0.074155964,0.14831191,astroviridae,MT789783.1
10.693343,-9.816255,0,0,0.07018423,0.14036846,astroviridae,MT789784.1
10.695372,-9.8164425,0,0,0.110455215,0.22091043,astroviridae,MT789785.1
10.7098675,-9.828685,0,0,0.09731548,0.19463098,astroviridae,MT789787.1
10.744471,-9.85481,0,0,0.094397135,0.18879426,astroviridae,MW846319.1
10.997348,-10.087136,0,0,0.12252715,0.2450543,astroviridae,OP169001.1
10.651818,-9.909332,0,0,0.12629676,0.25259352,astroviridae,OQ685946.1
10.696904,-9.924249,0,0,0.135024,0.27004802,astroviridae,OR286522.1
10.716604,-9.817012,0,0,0.10876766,0.21753532,astroviridae,OR351273.1
10.984342,-10.076946,0,0,0.12714773,0.25429547,astroviridae,OR545548.1
11.437145,-32.379322,0,0,0.062384006,0.12476802,astroviridae,KY271027.1
11.434196,-32.413742,0,0,0.06511483,0.13022965,astroviridae,MH410610.1
11.446042,-32.397453,0,0,0.08118449,0.16236901,astroviridae,MW353015.1
11.436462,-32.40973,0,0,0.077464275,0.15492857,astroviridae,MW786757.1
11.4339485,-32.41193,0,0,0.07420913,0.14841825,astroviridae,MZ819185.1
11.437145,-32.379322,0,0,0.062384006,0.12476802,astroviridae,NC_034567.1
11.434178,-32.411896,0,0,0.07376586,0.14753175,astroviridae,OK571391.1
11.43449,-32.414284,0,0,0.069996,0.139992,astroviridae,OL762471.1
11.434999,-32.413155,0,0,0.06651753,0.13303506,astroviridae,OL762472.1
11.43274,-32.4058,0,0,0.07347048,0.14694095,astroviridae,OM200916.1
11.432935,-32.40649,0,0,0.07246843,0.14493686,astroviridae,OM264911.1
11.436426,-32.410564,0,0,0.09263795,0.18527591,astroviridae,OM264912.1
11.436667,-32.40898,0,0,0.09082876,0.18165755,astroviridae,OM264913.1
11.435059,-32.411205,0,0,0.07939021,0.15878046,astroviridae,OM264914.1
11.435079,-32.40227,0,0,0.0842184,0.16843677,astroviridae,OP776630.1
11.434238,-32.41534,0,0,0.06932146,0.1386429,astroviridae,OQ076692.1
11.435148,-32.41629,0,0,0.07651089,0.15302181,astroviridae,OR211592.1
11.444015,-32.388443,0,0,0.07564341,0.15128684,astroviridae,OR827024.1
11.435507,-32.424007,0,0,0.06978925,0.13957852,astroviridae,OR907131.1
11.434882,-32.423454,0,0,0.07004508,0.14009017,astroviridae,OR907132.1
11.4336815,-32.42089,0,0,0.077574685,0.15514934,astroviridae,OR907133.1
11.422119,-32.3983,0,0,0.04300784,0.0860157,astroviridae,OR907134.1
11.436255,-32.415493,0,0,0.082685895,0.16537178,astroviridae,OR924093.1
11.433659,-32.42234,0,0,0.072751105,0.14550221,astroviridae,PP108251.1
11.431869,-32.40584,0,0,0.07225063,0.14450127,astroviridae,PP382209.1
11.441302,-32.393757,0,0,0.06240466,0.124809325,astroviridae,PP763758.1
-5.167615,7.5339303,0,0,0.077026576,0.15405315,astroviridae,JX556691.1
-5.1377506,7.5568776,0,0,0.07977204,0.15954411,astroviridae,KY073229.1
-5.133319,7.564319,0,0,0.07938352,0.15876704,astroviridae,KY073231.1
-5.1344047,7.5623817,0,0,0.079029545,0.15805912,astroviridae,KY073232.1
-5.1794333,7.522873,0,0,0.0981787,0.19635737,astroviridae,KY940545.1
-5.171036,7.500458,0,0,0.16632839,0.33265674,astroviridae,LT898424.1
-5.177485,7.5068974,0,0,0.08791302,0.17582607,astroviridae,MK962341.1
-5.1829996,7.5142593,0,0,0.110333934,0.22066784,astroviridae,MK962342.1
-5.171382,7.528821,0,0,0.10417578,0.20835155,astroviridae,MW653751.1
-5.1720986,7.5281525,0,0,0.10116068,0.20232135,astroviridae,MW653752.1
-5.171514,7.5242367,0,0,0.043754805,0.08750963,astroviridae,MW732145.1
-5.1651855,7.5337434,0,0,0.060353618,0.120707214,astroviridae,MW732146.1
-5.1760335,7.5358253,0,0,0.05896358,0.117927134,astroviridae,MW732147.1
-5.1795597,7.5230675,0,0,0.05415482,0.10830963,astroviridae,MW732148.1
-5.1810474,7.5188212,0,0,0.07198708,0.14397418,astroviridae,MW732149.1
-5.171824,7.5273213,0,0,0.108254924,0.21650982,astroviridae,MW732150.1
-5.1813164,7.5261164,0,0,0.06334204,0.12668407,astroviridae,MW732151.1
-5.1552567,7.532991,0,0,0.056381047,0.11276209,astroviridae,MW732152.1
-5.1791234,7.5254164,0,0,0.055420704,0.11084139,astroviridae,MW732153.1
-5.17742,7.534543,0,0,0.057826184,0.11565238,astroviridae,MW732154.1
-5.1812663,7.517636,0,0,0.07470792,0.14941585,astroviridae,MW732155.1
-5.1802673,7.5289073,0,0,0.06935377,0.13870752,astroviridae,MW732156.1
-5.175142,7.530345,0,0,0.12066942,0.24133885,astroviridae,MW732157.1
-5.167615,7.5339303,0,0,0.077026576,0.15405315,astroviridae,NC_019494.1
-5.1870623,7.5150385,0,0,0.11363656,0.2272731,astroviridae,ON715001.1
-9.782533,6.518441,0,0,0.049295384,0.09859079,astroviridae,KF499111.1
-9.7540045,6.4172373,0,0,0.111060165,0.22212034,astroviridae,KM017742.1
-9.767315,6.487304,0,0,0.06793318,0.13586634,astroviridae,KM017743.1
-9.777496,6.5284686,0,0,0.13983488,0.27966976,astroviridae,LC778161.1
-9.778139,6.5297585,0,0,0.14228716,0.28457433,astroviridae,LC778163.1
-9.787691,6.5271254,0,0,0.082805604,0.16561121,astroviridae,MK671306.1
-9.785461,6.544356,0,0,0.069560684,0.13912135,astroviridae,MK671307.1
-9.784001,6.525354,0,0,0.08184682,0.16369367,astroviridae,MK671308.1
-9.7787485,6.531045,0,0,0.055887412,0.1117748,astroviridae,MK671309.1
-9.773607,6.521798,0,0,0.05526184,0.1105237,astroviridae,MK671310.1
-9.794988,6.5332646,0,0,0.08523435,0.17046869,astroviridae,MK671311.1
-9.789928,6.5227833,0,0,0.087275855,0.17455173,astroviridae,MK671312.1
-9.796684,6.5369124,0,0,0.0809735,0.16194701,astroviridae,MK671313.1
-9.778516,6.5061545,0,0,0.05949074,0.11898148,astroviridae,MN148428.1
-9.784182,6.523033,0,0,0.0521923,0.1043846,astroviridae,MN977119.1
-9.78726,6.5425715,0,0,0.053178854,0.10635769,astroviridae,MW037841.1
-9.798498,6.5201283,0,0,0.07625052,0.15250105,astroviridae,MW164633.1
-9.782533,6.518441,0,0,0.049295384,0.09859079,astroviridae,NC_022249.1
-9.78631,6.531115,0,0,0.05651304,0.11302608,astroviridae,ON595824.1
-9.776918,6.5170574,0,0,0.094206095,0.18841219,astroviridae,ON595825.1
-9.770629,6.5279694,0,0,0.045341026,0.09068203,astroviridae,ON595826.1
-9.77477,6.5325556,0,0,0.03811779,0.07623559,astroviridae,ON595827.1
-9.774851,6.5200343,0,0,0.09399617,0.18799233,astroviridae,ON595830.1
-9.786357,6.526781,0,0,0.055677876,0.11135578,astroviridae,ON595831.1
-6.1546454,5.857113,0,0,0.10023168,0.20046335,astroviridae,LC047788.1
-6.1418595,5.913905,0,0,0.12134315,0.24268627,astroviridae,LC047789.1
-6.1686964,5.816695,0,0,0.06834405,0.13668811,astroviridae,LC047791.1
-6.16254,5.77879,0,0,0.14496414,0.28992832,astroviridae,LC047792.1
-6.1424546,5.906155,0,0,0.0640742,0.12814844,astroviridae,LC047794.1
-6.130327,5.9074893,0,0,0.07318878,0.14637756,astroviridae,LC047795.1
-6.143402,5.912272,0,0,0.06983825,0.13967651,astroviridae,LC047799.1
-6.149986,5.8937364,0,0,0.07899472,0.15798944,astroviridae,LC047801.1
-5.9044595,3.1958005,0,0,0.07984303,0.15968609,astroviridae,MK096773.1
9.701585,-10.197819,0,0,0.0673571,0.13471419,astroviridae,MW249010.1
-6.236778,5.7337937,0,0,0.088298,0.17659599,astroviridae,ON624258.1
-6.2147107,5.7758455,0,0,0.09307233,0.18614465,astroviridae,ON624262.1
-6.121295,5.911251,0,0,0.13155937,0.26311874,astroviridae,ON624270.1
-6.2278914,5.760504,0,0,0.07612451,0.15224904,astroviridae,ON624274.1
-6.121223,5.9083977,0,0,0.124966696,0.24993336,astroviridae,ON624283.1
-6.1947865,5.774243,0,0,0.09928227,0.19856453,astroviridae,ON682275.1
-6.220998,5.6628466,0,0,0.08319051,0.166381,astroviridae,ON682281.1
-6.1903706,5.7409105,0,0,0.07624474,0.15248948,astroviridae,ON682283.1
-6.187487,5.7935824,0,0,0.1413738,0.28274763,astroviridae,ON682285.1
-6.186134,5.824186,0,0,0.11710312,0.23420626,astroviridae,ON682288.1
-6.2085876,5.7705984,0,0,0.24105678,0.4821136,astroviridae,ON682291.1
